 , ,1,0, , , , ,3.99293112755
 , , , , , , ,1,2.87250781059
 , ,1, ,0, , , ,2.23318219185
 , , , , ,1, , ,4.15330004692
 ,1, , , , , , ,4.10522198677
 , ,1, , , , , ,3.0176320076
1, , , , , , , ,3.36114096642
 , , , , , ,1, ,1.6649479866
 , , ,1, ,0, , ,2.81710910797
 , , ,1, , , , ,2.16843700409
 , , , , , , ,1,2.0177719593
 , , , ,1, , , ,4.12143301964
 ,1, , , , , , ,2.5928208828
 , , , , , ,1, ,1.38523292542
0, , , , ,1, , ,8.33692193031
 , ,1, , , , , ,2.93743300438
1, , , , , , , ,5.83287405968
 ,1, , , , , , ,3.9532392025
 , , ,1, , , , ,4.6414129734
 , ,1, ,0, , , ,4.87293577194
 , , , , , ,1, ,5.72789502144
 , , , , , , ,1,2.8654050827
 , , , , ,1, , ,6.30677604675
 , ,1, , , , , ,2.46562290192
 ,1, , , , , , ,10.3133850098
 , , , , , ,1, ,9.95278215408
 ,1, , , ,0, , ,11.2409310341
1, , , , , , , ,2.91289782524
 , , ,1, , , , ,4.44933700562
 , ,1, ,0, , , ,3.62536692619
 , , , , , , ,1,6.90478801727
 , ,1, , , , , ,3.19357085228
 , , ,1, ,0, , ,9.47288107872
 , ,1, ,0, , , ,9.14539694786
 , , , , , ,1, ,9.96889805794
 ,1, , , , , , ,6.07298994064
 , , ,1, , , , ,3.07327604294
1, , , , , , , ,3.29703712463
 , ,1, , , , , ,4.45740699768
 , , , , , , ,1,2.4963991642
 , , ,0, , , ,1,9.74521017075
 ,1, , , , , , ,2.96915197372
1, , , , , , , ,2.54564905167
 , ,1, ,0, , , ,3.32824206352
 , ,1, , , , , ,5.25783920288
 , , , , , , ,1,15.3212239742
 , , , , , ,1, ,2.83298110962
 , ,1, , ,0, , ,9.09722805023
 , ,1, , ,0, , ,2.60086202621
 , , , ,1, , , ,6.12957310677
 , , ,1, , , , ,4.81713700294
1, , , , , , , ,3.30509901047
 , ,1, , , , , ,3.08937311172
 , , , , , ,1, ,3.12092709541
 , , , , , , ,1,2.93683290482
 ,1, , , , , , ,3.49681305885
 , , ,1, , , , ,2.62462997437
 , ,1, ,0, , , ,3.52940487862
 , ,1, , , , , ,2.57886791229
 , , , , , , ,1,8.8809170723
 ,1, , , , , , ,3.36093997955
 , , , , ,1, , ,2.86535716057
1, , , , , , , ,3.93696904182
 , , , , , ,1, ,4.23325109482
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
